fecha,producto,cantidad_vendida,precio
05/12/2025,Llave allen,85,567.73
06/12/2025,Cemento gris,18,1905.18
06/12/2025,Cutter,44,824.47
06/12/2025,Extensión eléctrica,62,1548.78
07/12/2025,Cinta aislante,56,1321.73
07/12/2025,Tornillos para madera,67,94.26
07/12/2025,Multicontacto,97,1732.15
08/12/2025,Focos LED,69,1455.18
08/12/2025,Brocha de 2 pulgadas,16,960.72
09/12/2025,Espátula metálica,9,1201.86
09/12/2025,Silicón sellador,48,1126.67
09/12/2025,Trapo industrial,30,1277.03
10/12/2025,Arandelas,29,266.09
10/12/2025,Varilla de acero,48,2071.19
10/12/2025,Cable de cobre calibre 12,21,1782.49
11/12/2025,Lija para madera,80,1054.33
11/12/2025,Focos LED,3,1455.18
12/12/2025,Martillo,97,424.97
12/12/2025,Silicón sellador,35,1126.67
12/12/2025,Tubo PVC de ½ pulgada,6,2202.06
13/12/2025,Focos LED,20,1455.18
13/12/2025,Cal hidratada,74,2005.34
13/12/2025,Taquetes,20,232.55
14/12/2025,Multicontacto,49,1732.15
14/12/2025,Martillo,73,424.97
14/12/2025,Pegamento para PVC,91,2436.96
15/12/2025,Apagadores,54,1488.6
15/12/2025,Cinta métrica,66,649.2
16/12/2025,Conectores eléctricos,82,1842.62
16/12/2025,Arena fina,10,1983.01
16/12/2025,Cinta aislante,85,1321.73
17/12/2025,Llave inglesa,87,540.94
17/12/2025,Grapas metálicas,98,401.56
17/12/2025,Martillo,10,424.97
18/12/2025,Interruptor termomagnético,91,1898.23
18/12/2025,Toma corriente doble,81,1885.53
18/12/2025,Remaches,41,405.92
19/12/2025,Cubeta plástica de 19 L,29,1267.7
19/12/2025,Varilla de acero,6,2071.19
20/12/2025,Interruptor termomagnético,31,1898.23
20/12/2025,Varilla de acero,99,2071.19
20/12/2025,Conectores eléctricos,63,1842.62
21/12/2025,Toma corriente doble,40,1885.53
21/12/2025,Pegamento para PVC,49,2436.96
21/12/2025,Desarmador de cruz,55,535.8
22/12/2025,Pintura vinílica blanca,24,2476.62
22/12/2025,Desarmador de cruz,10,535.8
22/12/2025,Cinta masking,89,1062.02
23/12/2025,Cemento gris,60,1905.18
23/12/2025,Espátula metálica,78,1201.86
24/12/2025,Taquetes,94,232.55
24/12/2025,Trapo industrial,84,1277.03
24/12/2025,Pegamento para PVC,73,2436.96
25/12/2025,Guantes de látex,96,1221.16
25/12/2025,Cal hidratada,76,2005.34
25/12/2025,Taquetes,7,232.55
26/12/2025,Thinner,38,1185.84
26/12/2025,Tuercas,55,304.35
26/12/2025,Pintura vinílica blanca,82,2476.62
27/12/2025,Tornillos para metal,78,113.7
27/12/2025,Cepillo de alambre,27,847.24
28/12/2025,Fusible,85,1892.7
28/12/2025,Rodillo para pintura,24,966.21
28/12/2025,Rodillo para pintura,74,966.21
29/12/2025,Llave allen,16,567.73
29/12/2025,Cemento gris,54,1905.18
29/12/2025,Llave inglesa,34,540.94
30/12/2025,Interruptor termomagnético,57,1898.23
30/12/2025,Lija para madera,14,1054.33
31/12/2025,Arena fina,66,1983.01
